GRANDES	PROPN	grand
du	ADP.DET	de.le
dit	VERB	dire
mois	NOUN	mois
,	PUNCT	,
pape	NOUN	pape
Urbain	PROPN	oubric
parti	VERB	partir
d'	ADP	de
Avignon	PROPN	avinon
pour	ADP	pour
aler	VERB	aler
à	ADP	à
Romme	PROPN	rompre
,	PUNCT	,
au	ADP.DET	a.le
tres	ADV	très
grant	ADJ	grant
desplaisir	NOUN	déplaisir
de	ADP	de
tous	DET	tout
les	DET	le
cardinaulx	ADJ	cardenail
;	PUNCT	;
et	CCONJ	et
en	ADP	en
demourerent	VERB	demeurer
V	DET	ci
,	PUNCT	,
qui	PRON	qui
n'	ADV	ne
alerent	VERB	aler
pas	NOUN	pas
lors	ADV	lors
avecques	ADP	avec
luy	PRON	lui
,	PUNCT	,
mais	NOUN	mais
il	PRON	il
ne	ADV	ne
leur	DET	leur
laissa	VERB	laisser
ne	ADV	ne
donna	VERB	donner
aucune	DET	aucun
puissance	NOUN	puissance
,	PUNCT	,
et	CCONJ	et
ala	VERB	aler
à	ADP	à
Marseille	PROPN	marselier
pour	ADP	pour
là	ADV	là
entrer	VERB	entrer
en	ADP	en
mer	NOUN	mer
,	PUNCT	,
et	CCONJ	et
y	ADV	y
trouva	VERB	trouver
pluseurs	DET	plusieurs
galées	NOUN	galesse
de	ADP	de
Venise	VERB	venir
,	PUNCT	,
de	ADP	de
Jannes	ADJ	gennai
,	PUNCT	,
de	ADP	de
Cesille	PROPN	cisel
et	CCONJ	et
autres	PRON	autre
,	PUNCT	,
moult	ADV	moult
honorablement	NOUN	hournable
aournées	NOUN	aorer
de	ADP	de
gens	NOUN	gens
et	CCONJ	et
paremens	NOUN	parmener
.	PUNCT	.
Et	CCONJ	et
entra	VERB	entrer
sa	DET	son
personne	NOUN	personne
en	ADP	en
celle	DET	cil
de	ADP	de
Venise	VERB	venir
et	CCONJ	et
ala	VERB	aler
droit	ADJ	droit
à	ADP	à
Viterbe	NOUN	vitrement
,	PUNCT	,
là	ADV	là
où	ADV	où
il	PRON	il
demoura	VERB	demeurer
et	CCONJ	et
tint	VERB	tenir
sa	DET	son
cour	NOUN	cour
environ	ADP	environ
IIII	DET	catre
mois	NOUN	mois
;	PUNCT	;
et	CCONJ	et
par	ADP	par
le	DET	le
temps	NOUN	temps
que	SCONJ	que
il	PRON	il
estoit	VERB	estre
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
de	ADP	de
Viterbe	NOUN	vitrement
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
le	DET	le
Ve	ADJ	vëoir
jour	NOUN	jour
de	ADP	de
septembre	NOUN	septembre
l'	DET	le
an	ADP	en
mil	DET	mil
CCC	DET	cect
LXVII	DET	levriz
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
se	PRON	se
mut	VERB	mout
une	DET	un
rumeur	NOUN	rompre
entre	ADP	entre
aucuns	DET	aucun
habitans	NOUN	habitant
d'	ADP	de
ycelle	DET	cil
ville	NOUN	ville
et	CCONJ	et
aucuns	DET	aucun
familiers	NOUN	faimblesil
de	ADP	de
cardinaulx	ADJ	cardenail
pour	ADP	pour
ce	PRON	ce
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
l'	DET	le
en	ADP	en
disoit	VERB	dire
,	PUNCT	,
que	SCONJ	que
yceuls	DET	cil
familiers	NOUN	faimblesil
lavoient	VERB	laver
leur	DET	leur
mains	NOUN	main
en	ADP	en
la	DET	le
fontaine	NOUN	fontaine
de	ADP	de
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
.	PUNCT	.
Et	CCONJ	et
fu	VERB	estre
tele	DET	tel
la	DET	le
dicte	VERB	dire
rumeur	NOUN	rompre
que	SCONJ	que
ceuls	DET	cil
de	ADP	de
la	DET	le
dite	VERB	dire
ville	NOUN	ville
s'	DET	soi
armerent	VERB	armer
et	CCONJ	et
coururent	VERB	courrouer
sus	DET	sus
aux	ADP.DET	à.le
cardinaulx	ADJ	cardenail
et	CCONJ	et
à	ADP	à
leurs	DET	leur
gens	NOUN	gens
,	PUNCT	,
et	CCONJ	et
convint	VERB	convint
que	SCONJ	que
aucunz	DET	aucun
des	ADP.DET	de.le
diz	NOUN	dire
cardinalx	ADJ	cardenaind
se	PRON	se
rendissent	VERB	rendre
et	CCONJ	et
baillassent	ADJ	bailler
le	DET	le
chappel	NOUN	chapel
rouge	NOUN	rouge
à	ADP	à
aucuns	DET	aucun
des	ADP.DET	de.le
diz	NOUN	dire
habitans	NOUN	habitant
,	PUNCT	,
pour	ADP	pour
leur	DET	leur
sauver	VERB	sauver
la	DET	le
vie	NOUN	vie
.	PUNCT	.
Et	CCONJ	et
si	ADV	si
allerent	VERB	aller
devant	ADP	devant
le	DET	le
chastel	NOUN	chastel
de	ADP	de
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
ou	CCONJ	ou
quel	DET	quel
estoit	VERB	estre
le	DET	le
Pape	NOUN	pape
,	PUNCT	,
mais	NOUN	mais
ilz	PRON	il
n'	ADV	ne
i	ADV	i
porent	VERB	pöoir
entrer	VERB	entrer
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
,	PUNCT	,
le	DET	le
Pape	NOUN	pape
manda	VERB	mander
genz	NOUN	gent
d'	ADP	de
armes	NOUN	arme
,	PUNCT	,
et	CCONJ	et
dedenz	ADP	dedenz
trois	DET	trois
jours	NOUN	jour
en	ADP	en
ot	VERB	avoir
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
si	ADV	si
largement	NOUN	largement
,	PUNCT	,
que	SCONJ	que
le	DET	le
Pape	NOUN	pape
ot	VERB	avoir
la	DET	le
seigneurie	NOUN	seigneurie
et	CCONJ	et
puissance	NOUN	puissance
de	ADP	de
fait	VERB	faire
;	PUNCT	;
si	ADV	si
en	ADP	en
fist	VERB	faire
prendre	VERB	prendre
pluseurs	DET	plusieurs
et	CCONJ	et
proceda	VERB	procéder
à	ADP	à
la	DET	le
pugnicion	NOUN	punignal
du	ADP.DET	de.le
dit	VERB	dire
fait	VERB	faire
,	PUNCT	,
et	CCONJ	et
en	ADP	en
furent	VERB	estre
pluseurs	DET	plusieurs
mis	VERB	metre
à	ADP	à
mort	NOUN	mort
.	PUNCT	.
Item	X	item
,	PUNCT	,
ou	CCONJ	ou
mois	NOUN	mois
d'	ADP	de
aoust	NOUN	août
ensuyvant	VERB	ensuivre
,	PUNCT	,
l'	DET	le
an	ADP	en
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
le	DET	le
prince	NOUN	prince
de	ADP	de
Galles	PROPN	galles
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
alez	VERB	aler
en	ADP	en
Castelle	NOUN	châtelle
,	PUNCT	,
et	CCONJ	et
le	DET	le
duc	NOUN	duc
de	ADP	de
Lencastre	PROPN	lancetort
,	PUNCT	,
son	DET	son
frere	NOUN	frere
,	PUNCT	,
qui	PRON	qui
pou	ADV	peu
orent	VERB	avoir
exploitié	NOUN	exploitier
fors	ADV	fors
seulement	ADV	seulement
du	ADP.DET	de.le
fait	VERB	faire
de	ADP	de
la	DET	le
bataille	NOUN	bataille
,	PUNCT	,
dont	PRON	dont
dessus	ADV	dessus
est	VERB	estre
faite	VERB	faire
mencion	NOUN	mencion
ou	CCONJ	ou
chapitre	NOUN	chapitre
precedent	VERB	prédecent
,	PUNCT	,
s'	DET	soi
en	ADP	en
retournerent	VERB	retourner
à	ADP	à
Bordeaux	PROPN	bourdeaud
et	CCONJ	et
laissierent	VERB	laisser
le	DET	le
dit	VERB	dire
roy	NOUN	roi
Pierre	PROPN	piere
en	ADP	en
Castelle	NOUN	châtelle
,	PUNCT	,
lequel	DET	lequel
n'	ADV	ne
avoit	VERB	avoir
pas	NOUN	pas
fait	VERB	faire
son	DET	son
devoir	VERB	devoir
vers	ADP	vers
le	DET	le
dit	VERB	dire
prince	NOUN	prince
.	PUNCT	.
Car	CCONJ	car
jasoit	VERB	jasser
ce	PRON	ce
que	SCONJ	que
iceli	DET	cil
prince	NOUN	prince
feust	VERB	être
là	ADV	là
alez	VERB	aler
,	PUNCT	,
pour	ADP	pour
aidier	VERB	aidier
au	ADP.DET	a.le
dit	VERB	dire
Pierre	PROPN	piere
et	CCONJ	et
pour	ADP	pour
le	DET	le
remettre	VERB	remettre
ou	CCONJ	ou
pays	NOUN	pays
dont	PRON	dont
il	PRON	il
avoit	VERB	avoir
esté	VERB	être
chassié	NOUN	chasser
,	PUNCT	,
il	PRON	il
se	PRON	se
parti	VERB	partir
après	ADV	après
la	DET	le
bataille	NOUN	bataille
,	PUNCT	,
en	ADP	en
laquelle	DET	lequel
le	DET	le
dit	VERB	dire
prince	NOUN	prince
et	CCONJ	et
ses	DET	son
gens	NOUN	gens
avoient	VERB	avoir
eu	VERB	avoir
victoire	NOUN	victoire
,	PUNCT	,
et	CCONJ	et
ne	ADV	ne
le	DET	le
vit	VERB	vëoir
puis	NOUN	puis
le	DET	le
dit	VERB	dire
prince	NOUN	prince
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
l'	DET	le
en	ADP	en
disoit	VERB	dire
,	PUNCT	,
et	CCONJ	et
demoura	VERB	demeurer
le	DET	le
dit	VERB	dire
Pierre	PROPN	piere
en	ADP	en
moult	ADV	moult
grant	ADJ	grant
debte	VERB	debatre
devers	ADP	devers
le	DET	le
prince	NOUN	prince
pour	ADP	pour
cause	NOUN	cause
des	ADP.DET	de.le
gaiges	NOUN	gage
des	ADP.DET	de.le
gens	NOUN	gens
d'	ADP	de
armes	NOUN	arme
,	PUNCT	,
que	SCONJ	que
ycelui	DET	cil
prince	NOUN	prince
avoit	VERB	avoir
menez	VERB	mener
avecques	ADP	avec
luy	PRON	lui
.	PUNCT	.
Et	CCONJ	et
tantost	ADV	tantost
que	SCONJ	que
le	DET	le
roy	NOUN	roi
Henry	PROPN	henri
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
venuz	VERB	venir
ou	CCONJ	ou
royaume	NOUN	royaume
de	ADP	de
France	PROPN	france
,	PUNCT	,
après	ADV	après
ce	PRON	ce
que	SCONJ	que
il	PRON	il
ot	VERB	avoir
esté	VERB	être
desconfiz	VERB	desconfire
,	PUNCT	,
comme	SCONJ	comme
dit	VERB	dire
est	VERB	estre
dessus	ADV	dessus
,	PUNCT	,
et	CCONJ	et
avoit	VERB	avoir
demouré	VERB	demeurer
ou	CCONJ	ou
pays	NOUN	pays
de	ADP	de
Carcassoys	PROPN	carphassel
,	PUNCT	,
et	CCONJ	et
sa	DET	son
femme	NOUN	femme
et	CCONJ	et
pou	ADV	peu
de	ADP	de
gens	NOUN	gens
avecques	ADP	avec
lui	PRON	lui
,	PUNCT	,
sot	VERB	savoir
que	SCONJ	que
le	DET	le
dit	VERB	dire
prince	NOUN	prince
s'	DET	soi
estoit	VERB	estre
partis	NOUN	partir
de	ADP	de
Castelle	NOUN	châtelle
,	PUNCT	,
et	CCONJ	et
les	DET	le
compaignes	NOUN	compagne
que	SCONJ	que
il	PRON	il
avoit	VERB	avoir
menées	NOUN	mener
avecques	ADP	avec
lui	PRON	lui
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
que	SCONJ	que
icelui	DET	cil
Henri	PROPN	henri
ot	VERB	avoir
sceu	NOUN	savoir
que	SCONJ	que
la	DET	le
plus	ADV	plus
grant	ADJ	grant
partie	NOUN	partie
des	ADP.DET	de.le
gens	NOUN	gens
du	ADP.DET	de.le
dit	VERB	dire
royaume	NOUN	royaume
de	ADP	de
Castelle	NOUN	châtelle
le	DET	le
recevroient	VERB	recevoir
volontiers	NOUN	volontiers
,	PUNCT	,
se	PRON	se
il	PRON	il
y	ADV	y
aloit	VERB	aler
,	PUNCT	,
il	PRON	il
se	PRON	se
mist	VERB	metre
en	ADP	en
chemin	NOUN	chemin
pour	ADP	pour
y	ADV	y
aler	VERB	aler
et	CCONJ	et
prist	VERB	prendre
le	DET	le
chemin	NOUN	chemin
par	ADP	par
les	DET	le
montaignes	NOUN	montagne
de	ADP	de
Foiez	NOUN	foiie
;	PUNCT	;
et	CCONJ	et
jasoit	VERB	jasser
ce	PRON	ce
que	SCONJ	que
il	PRON	il
eust	VERB	avoir
pluseurs	DET	plusieurs
empeschemenz	NOUN	empêchement
,	PUNCT	,
il	PRON	il
entra	VERB	entrer
ou	CCONJ	ou
dit	VERB	dire
pays	NOUN	pays
de	ADP	de
Castelle	NOUN	châtelle
,	PUNCT	,
le	DET	le
XXVIIe	DET	vingt-quant
jour	NOUN	jour
du	ADP.DET	de.le
mois	NOUN	mois
de	ADP	de
septembre	NOUN	septembre
mil	DET	mil
CCC	DET	cect
LXVII	DET	levriz
desus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
et	CCONJ	et
premierement	ADV	premierement
en	ADP	en
la	DET	le
cité	NOUN	cité
de	ADP	de
Calehorre	PROPN	calefor
,	PUNCT	,
et	CCONJ	et
de	ADP	de
là	ADV	là
ala	VERB	aler
à	ADP	à
Burgues	PROPN	bourgue
,	PUNCT	,
et	CCONJ	et
fu	VERB	estre
receu	VERB	recevoir
ou	CCONJ	ou
dit	VERB	dire
pays	NOUN	pays
de	ADP	de
Castelle	NOUN	châtelle
de	ADP	de
toutes	DET	tout
gens	NOUN	gens
moult	ADV	moult
honnorablement	NOUN	honorable
,	PUNCT	,
et	CCONJ	et
luy	PRON	lui
fist	VERB	faire
l'	DET	le
en	ADP	en
toute	DET	tout
obeissance	NOUN	obéissance
comme	SCONJ	comme
à	ADP	à
seigneur	NOUN	seigneur
;	PUNCT	;
et	CCONJ	et
ainsi	ADV	ainsi
le	DET	le
dit	VERB	dire
royaume	NOUN	royaume
de	ADP	de
Castelle	NOUN	châtelle
fu	VERB	estre
gaignié	VERB	gagner
par	ADP	par
Henry	PROPN	henri
,	PUNCT	,
et	CCONJ	et
recouvré	VERB	recouvrer
par	ADP	par
Pierre	PROPN	piere
,	PUNCT	,
et	CCONJ	et
regaignié	VERB	regagier
par	ADP	par
Henry	PROPN	henri
,	PUNCT	,
tout	DET	tout
en	ADP	en
un	DET	un
an	ADP	en
et	CCONJ	et
demy	ADJ	demi
ou	CCONJ	ou
environ	ADP	environ
.	PUNCT	.
Et	CCONJ	et
depuis	ADV	depuis
demourerent	VERB	demeurer
les	DET	le
dictes	VERB	dire
compaignes	NOUN	compagne
en	ADP	en
Guyenne	PROPN	guyenne
,	PUNCT	,
ou	CCONJ	ou
pays	NOUN	pays
du	ADP.DET	de.le
dit	VERB	dire
prince	NOUN	prince
,	PUNCT	,
jusques	ADP	jusque
ou	CCONJ	ou
mois	NOUN	mois
de	ADP	de
decembre	NOUN	dececer
ensuyvant	VERB	ensuivre
,	PUNCT	,
que	SCONJ	que
elles	PRON	elle
entrerent	VERB	entrer
en	ADP	en
Auvergne	PROPN	auvagnir
et	CCONJ	et
en	ADP	en
Berry	PROPN	berry
.	PUNCT	.
Et	CCONJ	et
en	ADP	en
l'	DET	le
entree	NOUN	entree
du	ADP.DET	de.le
mois	NOUN	mois
de	ADP	de
fevrier	VERB	fervir
ensuyvant	VERB	ensuivre
,	PUNCT	,
passerent	VERB	passer
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Loire	PROPN	lorie
vers	ADP	vers
Marsigny-les-Nonnains	PROPN	marsignielsins
,	PUNCT	,
les	DET	le
uns	DET	un
à	ADP	à
gué	NOUN	gué
,	PUNCT	,
les	DET	le
autres	PRON	autre
sur	ADP	sur
un	DET	un
pont	NOUN	pont
,	PUNCT	,
et	CCONJ	et
demourerent	VERB	demeurer
en	ADP	en
Masconnois	PROPN	massonnon
par	ADP	par
aucun	DET	aucun
temps	NOUN	temps
.	PUNCT	.
Et	CCONJ	et
de	ADP	de
puis	NOUN	puis
entrerent	VERB	entrer
ou	CCONJ	ou
duchié	NOUN	duché
de	ADP	de
Bourgoingne	PROPN	bourgogne
et	CCONJ	et
le	DET	le
passerent	VERB	passer
moult	ADV	moult
hastivement	NOUN	hastivement
,	PUNCT	,
car	CCONJ	car
il	PRON	il
trouvoient	VERB	trouver
pou	ADV	peu
de	ADP	de
vivres	NOUN	vivre
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
l'	DET	le
en	ADP	en
avoit	VERB	avoir
fait	VERB	faire
retraire	VERB	retraire
tout	DET	tout
es	ADP.DET	en.le
forteresses	NOUN	forteresse
,	PUNCT	,
les	DET	le
quelles	DET	quel
estoient	VERB	estre
tres	ADV	très
bien	NOUN	bien
gardées	VERB	garder
par	ADP	par
la	DET	le
bonne	ADJ	bon
ordenance	NOUN	ordonnement
,	PUNCT	,
que	SCONJ	que
messire	NOUN	seignor
Phelippe	PROPN	philippe
,	PUNCT	,
filz	NOUN	fil
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
Jehan	PROPN	jean
,	PUNCT	,
et	CCONJ	et
frere	NOUN	frere
du	ADP.DET	de.le
roy	NOUN	roi
Charles	PROPN	charles
,	PUNCT	,
lors	ADV	lors
duc	NOUN	duc
de	ADP	de
Bourgoingne	PROPN	bourgogne
y	ADV	y
avoit	VERB	avoir
mise	VERB	metre
,	PUNCT	,
tant	ADV	tant
de	ADP	de
genz	NOUN	gent
d'	ADP	de
armes	NOUN	arme
comme	SCONJ	comme
autrement	ADV	autrement
.	PUNCT	.
Et	CCONJ	et
ne	ADV	ne
demourerent	VERB	demeurer
ou	CCONJ	ou
dit	VERB	dire
pays	NOUN	pays
de	ADP	de
Bourgoigne	PROPN	bourgogne
que	SCONJ	que
VI	DET	sept
ou	CCONJ	ou
VII	DET	sept
jours	NOUN	jour
,	PUNCT	,
sanz	ADP	sans
y	ADV	y
prendre	VERB	prendre
aucun	DET	aucun
fort	ADJ	fort
;	PUNCT	;
et	CCONJ	et
alerent	VERB	aler
en	ADP	en
Aucerrois	PROPN	aucurer
et	CCONJ	et
pristrent	VERB	prendre
les	DET	le
moustiers	NOUN	moustiers
de	ADP	de
Cravent	PROPN	cravent
et	CCONJ	et
de	ADP	de
Vermenton	NOUN	verment
,	PUNCT	,
là	ADV	là
où	ADV	où
ilz	PRON	il
trouverent	VERB	trouver
grant	ADJ	grant
foison	NOUN	foison
vivres	NOUN	vivre
et	CCONJ	et
autres	PRON	autre
biens	NOUN	bien
;	PUNCT	;
et	CCONJ	et
il	PRON	il
leur	DET	leur
estoit	VERB	estre
bien	NOUN	bien
mestier	NOUN	mestier
,	PUNCT	,
car	CCONJ	car
la	DET	le
plus	ADV	plus
grande	ADJ	grand
partie	NOUN	partie
avoient	VERB	avoir
esté	VERB	être
sanz	ADP	sans
mengier	VERB	mangier
pain	NOUN	pain
longuement	ADV	longuement
et	CCONJ	et
estoient	VERB	estre
sanz	ADP	sans
soulers	NOUN	souler
.	PUNCT	.
Et	CCONJ	et
quant	SCONJ	cant
ilz	PRON	il
furent	VERB	estre
raffreschis	NOUN	raffusdre
,	PUNCT	,
ilz	PRON	il
se	PRON	se
deviserent	VERB	deviser
et	CCONJ	et
passerent	VERB	passer
aucuns	DET	aucun
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Yonne	PROPN	yonne
à	ADP	à
Cravent	PROPN	cravent
,	PUNCT	,
et	CCONJ	et
entrerent	VERB	entrer
en	ADP	en
Gastinois	PROPN	gâtine
environ	ADP	environ
VIII	DET	huit
c	CCONJ	ce
hommes	NOUN	homme
d'	ADP	de
armes	NOUN	arme
anglois	NOUN	anglais
,	PUNCT	,
mais	NOUN	mais
ilz	PRON	il
estoient	VERB	estre
bien	NOUN	bien
X	DET	deux
M	PUNCT	me
personnes	NOUN	personne
ou	CCONJ	ou
plus	ADV	plus
;	PUNCT	;
et	CCONJ	et
les	DET	le
autres	PRON	autre
alerent	VERB	aler
vers	ADP	vers
Troyes	PROPN	trois
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
trop	ADV	trop
plus	ADV	plus
grant	ADJ	grant
nombre	NOUN	nombre
,	PUNCT	,
car	CCONJ	car
ilz	PRON	il
estoient	VERB	estre
plus	ADV	plus
de	ADP	de
IIII	DET	catre
M	PUNCT	me
combatans	NOUN	combattre
et	CCONJ	et
de	ADP	de
XX	DET	vingt
M	PUNCT	me
pillars	NOUN	pliller
et	CCONJ	et
femmes	NOUN	femme
;	PUNCT	;
et	CCONJ	et
passerent	VERB	passer
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Saine	ADJ	sain
vers	ADP	vers
Saint-Sepulcre	PROPN	saint-celques
et	CCONJ	et
à	ADP	à
Mery	PROPN	merir
,	PUNCT	,
et	CCONJ	et
apres	ADV	après
la	DET	le
riviere	NOUN	riviere
d'	ADP	de
Aube	PROPN	aube
,	PUNCT	,
et	CCONJ	et
alerent	VERB	aler
vers	ADP	vers
Esparnay	PROPN	esparminer
et	CCONJ	et
assaillirent	VERB	assalir
l'	DET	le
eglise	NOUN	église
de	ADP	de
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
d'	ADP	de
Esparnay	PROPN	esparminer
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
fort	ADJ	fort
,	PUNCT	,
en	ADP	en
la	DET	le
quelle	DET	quel
estoient	VERB	estre
rectrais	VERB	retraire
les	DET	le
gens	NOUN	gens
de	ADP	de
la	DET	le
ville	NOUN	ville
;	PUNCT	;
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
la	DET	le
porent	VERB	pöoir
avoir	VERB	avoir
par	ADP	par
assault	NOUN	assalir
,	PUNCT	,
ilz	PRON	il
la	DET	le
minerent	VERB	mener
,	PUNCT	,
et	CCONJ	et
ceulz	DET	cil
qui	PRON	qui
estoient	VERB	estre
dedenz	ADP	dedenz
sentirent	VERB	sentir
que	SCONJ	que
l'	DET	le
en	ADP	en
minoit	VERB	mener
la	DET	le
dicte	VERB	dire
eglise	NOUN	église
,	PUNCT	,
ilz	PRON	il
contreminerent	VERB	contremontement
,	PUNCT	,
et	CCONJ	et
en	ADP	en
cuidant	VERB	cuidier
ardoir	VERB	ardre
la	DET	le
mine	ADJ	mine
des	ADP.DET	de.le
ennemis	NOUN	ennemi
,	PUNCT	,
ilz	PRON	il
ardirent	VERB	ardre
leur	DET	leur
contremyne	ADJ	contremont
.	PUNCT	.
Et	CCONJ	et
convint	VERB	convint
que	SCONJ	que
ilz	PRON	il
se	PRON	se
retraisissent	VERB	retraire
en	ADP	en
une	DET	un
tour	DET	tour
.	PUNCT	.
Et	CCONJ	et
après	ADV	après
parlementerent	NOUN	parlement
aus	PRON	il
dictes	VERB	dire
compaignes	NOUN	compagne
et	CCONJ	et
raençonnerent	VERB	rançoner
leurs	DET	leur
corps	NOUN	corps
et	CCONJ	et
la	DET	le
ville	NOUN	ville
d'	ADP	de
ardoir	VERB	ardre
,	PUNCT	,
par	ADP	par
my	NOUN	moi
deux	DET	deux
mile	DET	mil
frans	ADJ	franc
que	SCONJ	que
ilz	PRON	il
leur	DET	leur
baillierent	VERB	bailler
.	PUNCT	.
Et	CCONJ	et
demourerent	VERB	demeurer
aucuns	DET	aucun
des	ADP.DET	de.le
dictes	VERB	dire
compaignes	NOUN	compagne
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
d'	ADP	de
Esparnay	PROPN	esparminer
,	PUNCT	,
et	CCONJ	et
les	DET	le
autres	PRON	autre
passerent	VERB	passer
oultre	ADP	outre
en	ADP	en
diverses	ADJ	divers
routes	NOUN	route
,	PUNCT	,
les	DET	le
uns	DET	un
à	ADP	à
Fimes	NOUN	fime
,	PUNCT	,
les	DET	le
autres	PRON	autre
à	ADP	à
Coincy-	PROPN	cointion
l'	DET	le
Abbaie	PROPN	abbaye
et	CCONJ	et
les	DET	le
autres	PRON	autre
à	ADP	à
Ay	PROPN	avoir
;	PUNCT	;
et	CCONJ	et
assaillirent	VERB	assalir
le	DET	le
moustier	NOUN	moustier
d'	ADP	de
Ay	PROPN	avoir
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
fort	ADJ	fort
,	PUNCT	,
ou	CCONJ	ou
quel	DET	quel
estoient	VERB	estre
les	DET	le
genz	NOUN	gent
de	ADP	de
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
,	PUNCT	,
et	CCONJ	et
ou	CCONJ	ou
quel	DET	quel
moustier	NOUN	moustier
se	PRON	se
bouterent	VERB	bouter
environ	ADP	environ
XX	DET	vingt
hommes	NOUN	homme
d'	ADP	de
armes	NOUN	arme
pour	ADP	pour
secourir	VERB	secorre
les	DET	le
bonnes	ADJ	bon
gens	NOUN	gens
qui	PRON	qui
estoient	VERB	estre
dedenz	ADP	dedenz
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
les	DET	le
dites	VERB	dire
compaignes	NOUN	compagne
virent	VERB	vëoir
que	SCONJ	que
ilz	PRON	il
ne	ADV	ne
povoient	VERB	pouvoir
avoir	VERB	avoir
le	DET	le
dit	VERB	dire
moustier	NOUN	moustier
par	ADP	par
assault	NOUN	assalir
,	PUNCT	,
ilz	PRON	il
le	DET	le
minerent	VERB	mener
et	CCONJ	et
demourerent	VERB	demeurer
longuement	ADV	longuement
devant	ADP	devant
.	PUNCT	.
Et	CCONJ	et
ce	PRON	ce
pendant	VERB	pendre
le	DET	le
Roy	NOUN	roi
faisoit	VERB	faire
toujours	NOUN	toujours
son	DET	son
mandement	ADV	mandement
de	ADP	de
genz	NOUN	gent
pour	ADP	pour
les	DET	le
combatre	VERB	combattre
;	PUNCT	;
et	CCONJ	et
ceulz	DET	cil
qui	PRON	qui
avoient	VERB	avoir
passé	NOUN	passer
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Yonne	PROPN	yonne
à	ADP	à
Cravent	PROPN	cravent
,	PUNCT	,
quant	SCONJ	cant
ilz	PRON	il
orent	VERB	avoir
esté	VERB	être
bien	NOUN	bien
avant	ADV	avant
ou	CCONJ	ou
Gastinois	PROPN	gâtine
,	PUNCT	,
la	DET	le
rapasserent	VERB	rapsendre
à	ADP	à
Pons-sur-Yonne	PROPN	ponstre-noins
,	PUNCT	,
et	CCONJ	et
alerent	VERB	aler
passer	VERB	passer
Saine	ADJ	sain
à	ADP	à
Nogent-sur-Saine	PROPN	négnoir---nt-ncler-n
,	PUNCT	,
et	CCONJ	et
se	PRON	se
traistrent	VERB	traire
vers	ADP	vers
les	DET	le
autres	PRON	autre
à	ADP	à
Esparnay	PROPN	esparminer
.	PUNCT	.
Comment	ADV	comment
messire	NOUN	seignor
Lyonnel	PROPN	linon
,	PUNCT	,
filz	NOUN	fil
du	ADP.DET	de.le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
,	PUNCT	,
vint	VERB	venir
à	ADP	à
Paris	PROPN	paris
,	PUNCT	,
et	CCONJ	et
de	ADP	de
l'	DET	le
onneur	NOUN	honneur
que	SCONJ	que
le	DET	le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
et	CCONJ	et
les	DET	le
barons	NOUN	baron
li	DET	le
firent	VERB	faire
.	PUNCT	.
L'	DET	le
an	ADP	en
de	ADP	de
grace	NOUN	grace
mil	DET	mil
CCC	DET	cect
LXVIII	DET	levit-quatre
,	PUNCT	,
le	DET	le
dymenche	NOUN	dhame
jour	NOUN	jour
de	ADP	de
Quasimodo	NOUN	castomier
,	PUNCT	,
XVIe	ADJ	sivre
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
,	PUNCT	,
dont	PRON	dont
Pasques	NOUN	passe
furent	VERB	estre
celui	DET	cel
an	ADP	en
le	DET	le
IXe	ADJ	inze
jour	NOUN	jour
du	ADP.DET	de.le
dit	VERB	dire
mois	NOUN	mois
