1400	NOUN	@card@
conte	NOUN	comte
de	ADP	de
Savoie	VERB	savoir
,	PUNCT	,
par	ADP	par
lequel	DET	lequel
fu	VERB	estre
declaré	VERB	déclarer
l'	DET	le
omage	NOUN	ogage
du	ADP.DET	de.le
marquiz	ADJ	marqui
et	CCONJ	et
marquisé	VERB	marqué
appartenir	VERB	appartenir
au	ADP.DET	a.le
Dauphin	PROPN	dachoin
,	PUNCT	,
et	CCONJ	et
le	DET	le
lui	PRON	lui
adjuga	VERB	adjauge
le	DET	le
Roy	NOUN	roi
et	CCONJ	et
sa	DET	son
Court	VERB	cour
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
neantmoins	ADV	néanmoins
n'	ADV	ne
en	ADP	en
avoient	VERB	avoir
peu	ADV	peu
obtenir	VERB	obtenir
executoire	NOUN	exceuture
,	PUNCT	,
et	CCONJ	et
si	ADV	si
detenoit	VERB	detenir
encores	ADV	encore
le	DET	le
conte	NOUN	comte
plusieurs	DET	plusieurs
villes	NOUN	ville
,	PUNCT	,
chasteaulz	NOUN	château
et	CCONJ	et
terres	NOUN	terre
du	ADP.DET	de.le
marquisé	VERB	marqué
et	CCONJ	et
fié	NOUN	fief
du	ADP.DET	de.le
Dauphin	PROPN	dachoin
,	PUNCT	,
auquelles	ADV	auleque
rendre	VERB	rendre
et	CCONJ	et
restituer	VERB	restituer
il	PRON	il
avoit	VERB	avoir
esté	VERB	être
condempnez	VERB	condembre
par	ADP	par
ledit	DET	ledit
arrest	NOUN	arrêt
et	CCONJ	et
es	ADP.DET	en.le
fruiz	NOUN	fruit
,	PUNCT	,
a	ADP	a
exposé	NOUN	expécoser
à	ADP	à
la	DET	le
dicte	VERB	dire
Court	VERB	cour
ou	CCONJ	ou
nom	DET	nom
que	SCONJ	que
dessus	ADV	dessus
comment	ADV	comment
il	PRON	il
avoit	VERB	avoir
entendu	VERB	entendre
que	SCONJ	que
par	ADP	par
importunité	NOUN	ixporner
ou	CCONJ	ou
autrement	ADV	autrement
le	DET	le
Roy	NOUN	roi
avoit	VERB	avoir
donné	VERB	donner
ou	CCONJ	ou
vouloit	VERB	vouloir
bailler	VERB	bailler
et	CCONJ	et
transporter	VERB	trentormer
l'	DET	le
ommage	NOUN	omgage
dudit	ADP.DET	de.ledit
marquisé	VERB	marqué
au	ADP.DET	a.le
conte	NOUN	comte
,	PUNCT	,
si	ADV	si
se	PRON	se
opposoit	VERB	opposite
et	CCONJ	et
opposa	VERB	opposer
à	ADP	à
ce	PRON	ce
que	SCONJ	que
la	DET	le
chose	NOUN	chose
ne	ADV	ne
sortist	VERB	sortir
aucun	DET	aucun
effect	NOUN	effet
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
ledit	DET	ledit
don	PRON	dont
et	CCONJ	et
transport	VERB	transporter
ne	ADV	ne
se	PRON	se
feist	VERB	faire
,	PUNCT	,
et	CCONJ	et
se	PRON	se
aucune	DET	aucun
chose	NOUN	chose
en	ADP	en
estoit	VERB	estre
,	PUNCT	,
que	SCONJ	que
riens	NOUN	rien
ne	ADV	ne
feust	VERB	être
verifié	NOUN	veritière
ne	ADV	ne
passé	NOUN	passer
,	PUNCT	,
disant	VERB	dire
que	SCONJ	que
ce	PRON	ce
seroit	VERB	estre
le	DET	le
dommage	NOUN	dommage
et	CCONJ	et
desheritement	NOUN	deserbretie
du	ADP.DET	de.le
Dauphin	PROPN	dachoin
et	CCONJ	et
le	DET	le
préjudice	NOUN	préjudice
de	ADP	de
son	DET	son
vassal	NOUN	vassal
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
faire	VERB	faire
ne	ADV	ne
se	PRON	se
devoit	VERB	devoir
pour	ADP	pour
plusieurs	DET	plusieurs
causes	NOUN	cause
que	SCONJ	que
monstreroit	NOUN	montrer
en	ADP	en
temps	NOUN	temps
et	CCONJ	et
en	ADP	en
lieu	NOUN	lieu
,	PUNCT	,
suppliant	NOUN	supplier
que	SCONJ	que
la	DET	le
Court	VERB	cour
en	ADP	en
vousist	VERB	voloir
advertir	VERB	avertir
le	DET	le
Roy	NOUN	roi
et	CCONJ	et
son	DET	son
Conseil	NOUN	conseil
,	PUNCT	,
et	CCONJ	et
en	ADP	en
outre	ADP	outre
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
on	PRON	on
n'	ADV	ne
avoit	VERB	avoir
eu	VERB	avoir
executoire	NOUN	exceuture
de	ADP	de
l'	DET	le
arrest	NOUN	arrêt
,	PUNCT	,
mais	NOUN	mais
l'	DET	le
avoit	VERB	avoir
tousjours	ADV	toujours
le	DET	le
Roy	NOUN	roi
prorogué	VERB	prourépor
jucques	ADP	jusque
à	ADP	à
ores	NOUN	ore
et	CCONJ	et
donné	VERB	donner
ses	DET	son
lettres	NOUN	lettre
,	PUNCT	,
que	SCONJ	que
ce	PRON	ce
feust	VERB	être
sanz	ADP	sans
prejudice	ADJ	prédudice
de	ADP	de
l'	DET	le
arrest	NOUN	arrêt
et	CCONJ	et
demourast	VERB	demeurer
tousjours	ADV	toujours
executoire	NOUN	exceuture
comme	SCONJ	comme
dedans	ADP	dedans
l'	DET	le
an	ADP	en
;	PUNCT	;
et	CCONJ	et
estoit	VERB	estre
le	DET	le
temps	NOUN	temps
de	ADP	de
la	DET	le
prorogacion	NOUN	prochairon
sur	ADP	sur
le	DET	le
point	NOUN	point
de	ADP	de
faillir	VERB	falir
,	PUNCT	,
requeroit	VERB	requerre
lettres	NOUN	lettre
semblables	ADJ	semblable
de	ADP	de
prorogacion	NOUN	prochairon
jucques	ADP	jusque
à	ADP	à
un	DET	un
an	ADP	en
,	PUNCT	,
ou	CCONJ	ou
que	SCONJ	que
le	DET	le
Roy	NOUN	roi
en	ADP	en
eust	VERB	avoir
autrement	ADV	autrement
ordonné	VERB	ordonner
.	PUNCT	.
Ausquelles	ADV	aussil
requestes	NOUN	requête
la	DET	le
Court	VERB	cour
respondi	VERB	respondre
que	SCONJ	que
elle	PRON	elle
en	ADP	en
avoit	VERB	avoir
bien	NOUN	bien
memoire	NOUN	memoire
et	CCONJ	et
feroit	VERB	faire
tousjours	ADV	toujours
ce	PRON	ce
que	SCONJ	que
elle	PRON	elle
devroit	VERB	devoir
par	ADP	par
raison	NOUN	raison
,	PUNCT	,
et	CCONJ	et
enjoigny	VERB	enjongiier
au	ADP.DET	a.le
procureur	NOUN	procureur
et	CCONJ	et
aussy	ADV	aussi
à	ADP	à
un	DET	un
nommé	VERB	nommer
George	PROPN	garoger
,	PUNCT	,
procureur	NOUN	procureur
du	ADP.DET	de.le
marquiz	ADJ	marqui
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
il	PRON	il
disoit	VERB	dire
,	PUNCT	,
lequel	DET	lequel
fit	VERB	faire
semblables	ADJ	semblable
opposition	NOUN	opposition
et	CCONJ	et
requestes	NOUN	requête
ou	CCONJ	ou
nom	DET	nom
du	ADP.DET	de.le
marquiz	ADJ	marqui
,	PUNCT	,
qu'	SCONJ	que
ilz	PRON	il
apportassent	VERB	apporter
par	ADP	par
devers	ADP	devers
la	DET	le
Court	VERB	cour
les	DET	le
lettres	NOUN	lettre
des	ADP.DET	de.le
dictes	VERB	dire
prorogacions	NOUN	prochairon
dont	PRON	dont
il	PRON	il
se	PRON	se
disoient	VERB	dire
avoir	VERB	avoir
aucunes	DET	aucun
par	ADP	par
deça	ADP	deça
,	PUNCT	,
et	CCONJ	et
la	DET	le
Court	VERB	cour
leur	DET	leur
pourverroit	VERB	pourvoir
si	ADV	si
avant	ADV	avant
que	SCONJ	que
elle	PRON	elle
pourroit	VERB	pouvoir
et	CCONJ	et
qu'	SCONJ	que
il	PRON	il
appartendroit	VERB	appartenir
,	PUNCT	,
et	CCONJ	et
ce	PRON	ce
ay	VERB	avoir
je	PRON	je
enregistré	VERB	engretrer
icy	ADV	ici
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
est	VERB	estre
pertinent	VERB	pertin
à	ADP	à
ce	PRON	ce
qui	PRON	qui
est	VERB	estre
devant	ADP	devant
enregistré	VERB	engretrer
.	PUNCT	.
Mercredi	PROPN	mercredi
,	PUNCT	,
XIIJe	ADJ	untiz
jour	NOUN	jour
de	ADP	de
juillet	VERB	gillet
.	PUNCT	.
Ce	PRON	ce
jour	NOUN	jour
furent	VERB	estre
assemblez	VERB	assembler
,	PUNCT	,
après	ADV	après
ce	PRON	ce
que	SCONJ	que
dit	VERB	dire
est	VERB	estre
,	PUNCT	,
messieurs	NOUN	messuit
des	ADP.DET	de.le
II	ADJ	it
Chambres	NOUN	chambre
...	PUNCT	un
lesquelz	DET	lequel
mesdiz	NOUN	mesdire
seigneurs	NOUN	seigneur
assemblez	VERB	assembler
à	ADP	à
conseiller	VERB	conseillier
se	PRON	se
l'	DET	le
en	ADP	en
bailleroit	VERB	bailler
executoire	NOUN	exceuture
preciz	NOUN	precier
ou	CCONJ	ou
cum	SCONJ	comme
oppinione	NOUN	opinion
à	ADP	à
monsr	NOUN	monseigneur
le	DET	le
dauphin	NOUN	dauchin
de	ADP	de
Vienne	ADJ	venir
et	CCONJ	et
au	ADP.DET	a.le
marquiz	ADJ	marqui
de	ADP	de
Saluces	PROPN	salüer
de	ADP	de
leur	DET	leur
arrest	NOUN	arrêt
obtenu	ADJ	outain
à	ADP	à
l'	DET	le
encontre	ADP	encontre
du	ADP.DET	de.le
conte	NOUN	comte
de	ADP	de
Savoie	VERB	savoir
de	ADP	de
l'	DET	le
an	ADP	en
mil	DET	mil
CCC	DET	cect
IIIIxx	DET	quatre
et	CCONJ	et
X	DET	deux
,	PUNCT	,
ou	CCONJ	ou
moyz	NOUN	moi
de	ADP	de
may	NOUN	mai
,	PUNCT	,
lequel	DET	lequel
executoire	NOUN	exceuture
avoit	VERB	avoir
esté	VERB	être
souspendu	VERB	soupendre
pour	ADP	pour
aucunes	DET	aucun
causes	NOUN	cause
touchées	VERB	toucher
en	ADP	en
certeines	ADJ	certein
lettres	NOUN	lettre
,	PUNCT	,
qui	PRON	qui
furent	VERB	estre
veues	NOUN	voir
et	CCONJ	et
visitées	NOUN	visité
par	ADP	par
la	DET	le
Court	VERB	cour
,	PUNCT	,
delibererent	VERB	délibérer
,	PUNCT	,
veues	NOUN	voir
lesdictes	DET	ledit
lettres	NOUN	lettre
et	CCONJ	et
mandemens	ADJ	mandement
du	ADP.DET	de.le
Roy	NOUN	roi
nostre	DET	notre
sire	NOUN	seignor
,	PUNCT	,
et	CCONJ	et
oye	NOUN	öir
la	DET	le
relation	NOUN	relatit
de	ADP	de
maistre	NOUN	maître
Jehan	PROPN	jean
de	ADP	de
Cessieres	NOUN	cesser
,	PUNCT	,
graphier	VERB	grapier
criminel	NOUN	criminel
de	ADP	de
la	DET	le
Court	VERB	cour
,	PUNCT	,
enregistrée	VERB	engretrer
du	ADP.DET	de.le
jour	NOUN	jour
de	ADP	de
hier	ADV	ier
,	PUNCT	,
que	SCONJ	que
l'	DET	le
executoire	NOUN	exceuture
seroit	VERB	estre
baillié	VERB	baillier
et	CCONJ	et
preciz	NOUN	precier
,	PUNCT	,
outre	ADP	outre
adviserent	VERB	adversiz
et	CCONJ	et
ordonnerent	VERB	ordonner
,	PUNCT	,
que	SCONJ	que
avant	ADV	avant
ce	PRON	ce
que	SCONJ	que
incommutabiliter	VERB	imocentiment
aut	VERB	aler
irrevocabiliter	VERB	relevoignation
fu	VERB	estre
bailliez	VERB	baillier
,	PUNCT	,
que	SCONJ	que
l'	DET	le
en	ADP	en
eust	VERB	avoir
avant	ADV	avant
l'	DET	le
advis	NOUN	avis
et	CCONJ	et
deliberation	NOUN	délibération
de	ADP	de
messieurs	NOUN	messuit
du	ADP.DET	de.le
Grant	ADJ	grant
Conseil	NOUN	conseil
.	PUNCT	.
Juesdi	PROPN	jesir
,	PUNCT	,
XIIIJe	ADJ	suitent
jour	NOUN	jour
de	ADP	de
juillet	VERB	gillet
,	PUNCT	,
l'	DET	le
en	ADP	en
ne	ADV	ne
plaidoya	VERB	plaidier
pas	NOUN	pas
,	PUNCT	,
mais	NOUN	mais
fut	VERB	être
conseillié	VERB	conseillier
,	PUNCT	,
et	CCONJ	et
furent	VERB	estre
assemblez	VERB	assembler
au	ADP.DET	a.le
Conseil	NOUN	conseil
en	ADP	en
la	DET	le
Court	VERB	cour
:	PUNCT	:
Messire	NOUN	seignor
Arnault	PROPN	arnaler
de	ADP	de
Corbie	PROPN	corbie
,	PUNCT	,
chancellier	VERB	chancelier
;	PUNCT	;
messire	NOUN	seignor
Pierre	PROPN	piere
de	ADP	de
Giac	PROPN	giache
,	PUNCT	,
jadis	ADV	jadis
chancellier	VERB	chancelier
;	PUNCT	;
messire	NOUN	seignor
Pierre	PROPN	piere
Boschet	PROPN	bochet
;	PUNCT	;
maistre	NOUN	maître
Henry	PROPN	henri
de	ADP	de
Marle	NOUN	marle
;	PUNCT	;
messire	NOUN	seignor
Ymbert	PROPN	mimetre
de	ADP	de
Boisy	PROPN	boisier
,	PUNCT	,
presidens	NOUN	prendre
;	PUNCT	;
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Noyon	ADJ	noyon
;	PUNCT	;
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Paris	PROPN	paris
;	PUNCT	;
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Saint-Flour	PROPN	seint-oussance
;	PUNCT	;
l'	DET	le
evesque	NOUN	évêque
du	ADP.DET	de.le
Puy	PROPN	pui
;	PUNCT	;
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Maguelonne	PROPN	maugelon
;	PUNCT	;
monsr	NOUN	monseigneur
le	DET	le
mareschal	NOUN	maréchal
de	ADP	de
France	PROPN	france
,	PUNCT	,
dit	VERB	dire
Bouciquaut	PROPN	bouchedlouc
;	PUNCT	;
messire	NOUN	seignor
R	NOUN	re
.	PUNCT	.
de	ADP	de
Trie	PROPN	trien
,	PUNCT	,
amiral	NOUN	amiral
de	ADP	de
la	DET	le
mer	NOUN	mer
;	PUNCT	;
mons	NOUN	mons
.	PUNCT	.
de	ADP	de
Torcy	PROPN	torcir
;	PUNCT	;
messire	NOUN	seignor
R	NOUN	re
.	PUNCT	.
du	ADP.DET	de.le
Boissay	PROPN	boissair
;	PUNCT	;
m	DET	me
.	PUNCT	.
G	ADP	je
.	PUNCT	.
d'	ADP	de
Estouteville	PROPN	ettouvelle
;	PUNCT	;
m	DET	me
.	PUNCT	.
N	PUNCT	ne
.	PUNCT	.
d'	ADP	de
Orgemont	NOUN	orgoine
;	PUNCT	;
m	DET	me
.	PUNCT	.
Ph	NOUN	pi
.	PUNCT	.
de	ADP	de
Boisgilloud	PROPN	boigligas
;	PUNCT	;
m	DET	me
.	PUNCT	.
P	CCONJ	pi
.	PUNCT	.
de	ADP	de
Reilhac	PROPN	rilain
;	PUNCT	;
m	DET	me
.	PUNCT	.
R	NOUN	re
.	PUNCT	.
d'	ADP	de
Acquigny	PROPN	accuidrin
;	PUNCT	;
m	DET	me
.	PUNCT	.
G	ADP	je
.	PUNCT	.
de	ADP	de
Saulz	PROPN	salu
;	PUNCT	;
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
Garitel	PROPN	gartel
;	PUNCT	;
m	DET	me
.	PUNCT	.
Th	DET	tu
.	PUNCT	.
d'	ADP	de
Aunoy	PROPN	auner
;	PUNCT	;
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
de	ADP	de
Vitry	VERB	vitre
;	PUNCT	;
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
d'	ADP	de
Arceiz	PROPN	archer
;	PUNCT	;
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
de	ADP	de
Longueil	PROPN	longue
;	PUNCT	;
m	DET	me
.	PUNCT	.
P	CCONJ	pi
.	PUNCT	.
Le	DET	le
Fevre	NOUN	faire
;	PUNCT	;
m	DET	me
.	PUNCT	.
R	NOUN	re
.	PUNCT	.
du	ADP.DET	de.le
Mont	NOUN	mont
S	PUNCT	se
.	PUNCT	.
Eloy	PRON	elui
;	PUNCT	;
m	DET	me
.	PUNCT	.
H	ADP	ce
.	PUNCT	.
L'	DET	le
Escripvain	PROPN	écrichier
;	PUNCT	;
m	DET	me
.	PUNCT	.
R	NOUN	re
.	PUNCT	.
Mauger	NOUN	mauguer
;	PUNCT	;
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
Accart	PROPN	accert
;	PUNCT	;
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
Boyer	PROPN	boier
;	PUNCT	;
m	DET	me
.	PUNCT	.
P	CCONJ	pi
.	PUNCT	.
Le	DET	le
Cerf	NOUN	cerf
,	PUNCT	,
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
;	PUNCT	;
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
Jouvenel	PROPN	jouvenceau
,	PUNCT	,
m	DET	me
.	PUNCT	.
J	PRON	je
.	PUNCT	.
Perier	VERB	perir
,	PUNCT	,
advocas	NOUN	avocat
du	ADP.DET	de.le
Roy	NOUN	roi
.	PUNCT	.
Par	ADP	par
lesquelz	DET	lequel
fu	VERB	estre
deliberé	NOUN	délibérer
et	CCONJ	et
conclu	VERB	conclure
que	SCONJ	que
,	PUNCT	,
veu	VERB	voir
ce	PRON	ce
que	SCONJ	que
dit	VERB	dire
est	VERB	estre
et	CCONJ	et
tout	DET	tout
considéré	VERB	considérer
,	PUNCT	,
l'	DET	le
en	ADP	en
bailleroit	VERB	bailler
ausdiz	ADV	à.ledit
dauphin	NOUN	dauchin
et	CCONJ	et
marquiz	ADJ	marqui
l'	DET	le
executoire	NOUN	exceuture
dudit	ADP.DET	de.ledit
arrest	NOUN	arrêt
obtenu	ADJ	outain
à	ADP	à
leur	DET	leur
prouffit	NOUN	profit
à	ADP	à
l'	DET	le
encontre	ADP	encontre
dudit	ADP.DET	de.ledit
conte	NOUN	comte
,	PUNCT	,
preciz	NOUN	precier
.	PUNCT	.
Item	X	item
,	PUNCT	,
après	ADV	après
ce	PRON	ce
,	PUNCT	,
fu	VERB	estre
respondu	VERB	respondre
à	ADP	à
ce	PRON	ce
que	SCONJ	que
requeroient	VERB	requerre
Raoul	PROPN	raoul
d'	ADP	de
Auquetonville	DET	aucunevuit
et	CCONJ	et
Guillaume	PROPN	guillaume
Barbery	PROPN	barbir
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
,	PUNCT	,
l'	DET	le
enterinement	NOUN	enterner
de	ADP	de
certeinnes	ADJ	certein
lettres	NOUN	lettre
de	ADP	de
reabilitation	NOUN	rebalité
à	ADP	à
l'	DET	le
encontre	ADP	encontre
d'	ADP	de
un	DET	un
certain	ADJ	certain
arrest	NOUN	arrêt
donné	VERB	donner
à	ADP	à
l'	DET	le
encontre	ADP	encontre
d'	ADP	de
eulz	PRON	eux
pour	ADP	pour
le	DET	le
Roy	NOUN	roi
et	CCONJ	et
pour	ADP	pour
la	DET	le
Royne	NOUN	roine
,	PUNCT	,
pronuncé	VERB	proncinon
le	DET	le
VIe	ADJ	sept
de	ADP	de
juin	NOUN	juin
,	PUNCT	,
ce	PRON	ce
présent	ADJ	présent
an	ADP	en
,	PUNCT	,
pour	ADP	pour
lesquelz	DET	lequel
le	DET	le
Roy	NOUN	roi
en	ADP	en
avoit	VERB	avoir
escript	VERB	écrire
en	ADP	en
la	DET	le
Court	VERB	cour
lettres	NOUN	lettre
moult	ADV	moult
especiaulz	ADJ	espécial
,	PUNCT	,
signées	NOUN	signer
de	ADP	de
sa	DET	son
main	NOUN	main
,	PUNCT	,
et	CCONJ	et
esquelles	ADV	en.lequel
avoit	VERB	avoir
escript	VERB	écrire
une	DET	un
ligne	NOUN	ligne
de	ADP	de
sa	DET	son
propre	NOUN	propre
main	NOUN	main
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
,	PUNCT	,
que	SCONJ	que
l'	DET	le
en	ADP	en
enterinast	VERB	enterner
lesdictes	DET	ledit
lettres	NOUN	lettre
sanz	ADP	sans
plus	ADV	plus
renvoyer	VERB	renviver
devers	ADP	devers
la	DET	le
Court	VERB	cour
,	PUNCT	,
que	SCONJ	que
lesdiz	DET	ledit
d'	ADP	de
Aucquetonville	NOUN	aucuchience
et	CCONJ	et
Barbery	PROPN	barbir
averoient	VERB	averir
:	PUNCT	:
Lecta	PROPN	leciter
in	PRON	in
curia	VERB	curir
,	PUNCT	,
presente	ADJ	presenter
procuratore	NOUN	procréeuppre
regio	NOUN	regoir
et	CCONJ	et
non	NOUN	nom
contradicente	NOUN	contraidde
,	PUNCT	,
tali	NOUN	taille
die	VERB	dire
,	PUNCT	,
etc	DET	et
.	PUNCT	.
,	PUNCT	,
et	CCONJ	et
non	NOUN	nom
plus	ADV	plus
.	PUNCT	.
Lundi	PROPN	lundi
,	PUNCT	,
XVIIJe	ADJ	vingt-quatre
jour	NOUN	jour
de	ADP	de
juillet	VERB	gillet
.	PUNCT	.
Aujourdui	PROPN	aujourd'hui
,	PUNCT	,
Otelin	PROPN	oteillier
de	ADP	de
Haulterive	PROPN	hautivre
,	PUNCT	,
sergent	NOUN	sergent
d'	ADP	de
armes	NOUN	arme
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
en	ADP	en
ordonnance	NOUN	ordonner
est	VERB	estre
venus	VERB	venir
en	ADP	en
la	DET	le
Court	VERB	cour
et	CCONJ	et
a	ADP	a
dit	VERB	dire
de	ADP	de
par	ADP	par
le	DET	le
Roy	NOUN	roi
que	SCONJ	que
la	DET	le
Court	VERB	cour
,	PUNCT	,
en	ADP	en
ce	PRON	ce
qui	PRON	qui
touche	NOUN	toucher
monsr	NOUN	monseigneur
le	DET	le
dauphin	NOUN	dauchin
de	ADP	de
Vienne	ADJ	venir
et	CCONJ	et
le	DET	le
marquiz	ADJ	marqui
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
à	ADP	à
l'	DET	le
encontre	ADP	encontre
du	ADP.DET	de.le
conte	NOUN	comte
de	ADP	de
Savoie	VERB	savoir
,	PUNCT	,
ne	ADV	ne
face	VERB	faire
aucunne	DET	aucunne
chose	NOUN	chose
par	ADP	par
especial	ADJ	espécial
contre	ADP	contre
ce	PRON	ce
qu'	SCONJ	que
avoit	VERB	avoir
esté	VERB	être
ordonné	VERB	ordonner
derrienement	ADV	drenerement
au	ADP.DET	a.le
regart	NOUN	regart
de	ADP	de
l'	DET	le
executoire	NOUN	exceuture
donné	VERB	donner
pour	ADP	pour
lesdiz	DET	ledit
dauphin	NOUN	dauchin
et	CCONJ	et
marquiz	ADJ	marqui
contre	ADP	contre
ledit	DET	ledit
duc	NOUN	duc
,	PUNCT	,
pour	ADP	pour
quelques	DET	quelque
lettres	NOUN	lettre
ou	CCONJ	ou
mandemens	ADJ	mandement
de	ADP	de
bouche	NOUN	bouche
,	PUNCT	,
se	PRON	se
il	PRON	il
n'	ADV	ne
est	VERB	estre
avant	ADV	avant
passé	NOUN	passer
par	ADP	par
le	DET	le
Roy	NOUN	roi
en	ADP	en
son	DET	son
Grant	ADJ	grant
Conseil	NOUN	conseil
.	PUNCT	.
Samedi	PROPN	samedi
,	PUNCT	,
XXXe	DET	vingt-quant
jour	NOUN	jour
de	ADP	de
juillet	VERB	gillet
.	PUNCT	.
Sur	ADP	sur
une	DET	un
requeste	NOUN	requête
baillée	VERB	bailler
en	ADP	en
la	DET	le
Court	VERB	cour
par	ADP	par
le	DET	le
prieur	NOUN	prieur
et	CCONJ	et
couvent	VERB	couvent
de	ADP	de
Nostre	DET	notre
Dame	NOUN	dame
du	ADP.DET	de.le
Carme	PROPN	carme
sur	ADP	sur
ce	PRON	ce
que	SCONJ	que
demandoient	VERB	demander
le	DET	le
residu	VERB	restir
des	ADP.DET	de.le
biens	NOUN	bien
de	ADP	de
l'	DET	le
execution	NOUN	exécution
de	ADP	de
damoiselle	NOUN	damoiselle
Perrenelle	NOUN	perraille
de	ADP	de
Crepon	PROPN	crope
,	PUNCT	,
par	ADP	par
vertu	NOUN	vertu
de	ADP	de
certain	ADJ	certain
laiz	NOUN	lait
à	ADP	à
eulz	PRON	eux
par	ADP	par
elle	PRON	elle
fait	VERB	faire
,	PUNCT	,
la	DET	le
Court	VERB	cour
,	PUNCT	,
oye	NOUN	öir
la	DET	le
relacion	NOUN	relevoin
des	ADP.DET	de.le
commissaires	NOUN	commetrir
et	CCONJ	et
du	ADP.DET	de.le
consentement	NOUN	consenter
de	ADP	de
maistre	NOUN	maître
Pierre	PROPN	piere
Michiel	PROPN	michel
,	PUNCT	,
hoir	NOUN	hoir
à	ADP	à
cause	NOUN	cause
de	ADP	de
sa	DET	son
femme	NOUN	femme
de	ADP	de
damoiselle	NOUN	damoiselle
Perrenelle	NOUN	perraille
de	ADP	de
Crepon	PROPN	crope
,	PUNCT	,
jadis	ADV	jadis
mere	NOUN	mere
d'	ADP	de
icelle	DET	cil
sa	DET	son
femme	NOUN	femme
,	PUNCT	,
de	ADP	de
J	PRON	je
.	PUNCT	.
Goulain	PROPN	goulain
,	PUNCT	,
Carme	PROPN	carme
,	PUNCT	,
executeur	NOUN	exceuture
du	ADP.DET	de.le
testament	NOUN	testament
d'	ADP	de
icelle	DET	cil
Perrenelle	NOUN	perraille
,	PUNCT	,
Pierre	PROPN	piere
de	ADP	de
Serry	PROPN	serr
,	PUNCT	,
curateur	NOUN	courattre
donné	VERB	donner
aux	ADP.DET	à.le
biens	NOUN	bien
de	ADP	de
l'	DET	le
execution	NOUN	exécution
de	ADP	de
ladicte	DET	ledit
Perrenelle	NOUN	perraille
,	PUNCT	,
et	CCONJ	et
aussy	ADV	aussi
present	NOUN	présent
messire	NOUN	seignor
Pierre	PROPN	piere
Boschet	PROPN	bochet
,	PUNCT	,
president	VERB	prendre
en	ADP	en
Parlement	NOUN	parlement
,	PUNCT	,
et	CCONJ	et
conseiller	VERB	conseillier
de	ADP	de
ladicte	DET	ledit
execution	NOUN	exécution
et	CCONJ	et
non	NOUN	nom
contredisant	NOUN	contredire
,	PUNCT	,
a	ADP	a
ordonné	VERB	ordonner
et	CCONJ	et
ordonne	NOUN	ordonner
que	SCONJ	que
le	DET	le
residu	VERB	restir
de	ADP	de
l'	DET	le
argent	NOUN	argent
et	CCONJ	et
debtes	NOUN	debettre
de	ADP	de
ladicte	DET	ledit
execution	NOUN	exécution
sera	VERB	estre
delivré	VERB	delivrer
et	CCONJ	et
baillié	VERB	baillier
par	ADP	par
la	DET	le
main	NOUN	main
de	ADP	de
la	DET	le
Court	VERB	cour
aux	ADP.DET	à.le
freres	NOUN	frere
du	ADP.DET	de.le
Carme	PROPN	carme
à	ADP	à
l'	DET	le
usage	NOUN	usage
ordonné	VERB	ordonner
par	ADP	par
ladicte	DET	ledit
Perrenelle	NOUN	perraille
et	CCONJ	et
par	ADP	par
la	DET	le
forme	NOUN	forme
et	CCONJ	et
maniere	NOUN	manière
qui	PRON	qui
s'	DET	soi
ensuit	VERB	ensuit
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
,	PUNCT	,
que	SCONJ	que
l'	DET	le
argent	NOUN	argent
dudit	ADP.DET	de.ledit
residu	VERB	restir
sera	VERB	estre
miz	NOUN	metre
et	CCONJ	et
deposé	VERB	déposer
es	ADP.DET	en.le
mains	NOUN	main
d'	ADP	de
un	DET	un
changeur	NOUN	changuer
de	ADP	de
Paris	PROPN	paris
qui	PRON	qui
deliverra	VERB	delivrer
et	CCONJ	et
baillera	VERB	bailler
aux	ADP.DET	à.le
ouvriers	NOUN	ouvrir
