form	upos	lemma
áise	NOUN	issir
aisee	NOUN	aiser
aisées	NOUN	aisémet
aiselérs	NOUN	aiser
aiselle	NOUN	aiselle
aisemens	NOUN	aisement
aisés	ADV	aisé
aisiéd	NOUN	aisier
aisieus	NOUN	aissi
aisius	ADV	aissi
aisnee	VERB	ainsie
aisnel	ADJ	ainsiel
aisnez	ADJ	ainz
aisseis	NOUN	aissi
aisséls	NOUN	aissieu
aísséls	NOUN	assaus
áit	VERB	avir
aïtant	VERB	aïtement
áitre	NOUN	itre
aítre	VERB	atrait
áitres	NOUN	itre
aiud	NOUN	aler
aiuet	VERB	avoir
aium	VERB	aimer
aiums	VERB	aimu
aiuns	PROPN	ainc
aiuns	NOUN	ainc
aiwel	NOUN	aiguele
aixe	NOUN	aler
ajoindent	VERB	ajognedier
ajornés	NOUN	ajorner
ajournement	NOUN	ajoumercher
ajournés	VERB	ajournée
ajousta	VERB	ajouter
ajouste	PROPN	ajouter
ajoustement	NOUN	ajouter
ajoustent	VERB	autorne
ajousterai	VERB	ajouter
ajousteront	VERB	ajoutrer
ajoustes	NOUN	ajouter
ajoute	VERB	ajouter
ajudent	VERB	ajudit
ajustad	VERB	autre
ajustaisun	NOUN	autsunsin
ajusted	NOUN	autre
ájusted	ADJ	justice
ájuster	VERB	justure
ajut	VERB	ajuit
akeut	VERB	acquérir
akieut	VERB	acquérir
ál	DET	il
alá	PROPN	aller
alabandica	VERB	abalcantir
álad	ADJ	élad
alád	ADJ	aller
alain	PROPN	aleine
alaisse	VERB	aler
alars	PROPN	aler
alascet	VERB	aler
alasche		
alasmes	VERB	aler
alasséd	VERB	aler
álassez	VERB	lasser
alastez	VERB	aler
alat	VERB	aler
alaunt	VERB	aller
alay	VERB	aller
alayn	PROPN	aller
alayne	NOUN	aleandre
albanie	PROPN	abaliner
alberburs	PROPN	ablerquise
albigois	PROPN	aublige
albin	PROPN	alicin
albins	PROPN	alicin
albion	PROPN	alicine
albreburs	PROPN	ablurcher
albret	PROPN	albret
albri	PROPN	aubri
alburburs	PROPN	ablurcure
alcant	VERB	alarme
alcipiadés	PROPN	alcifastion
alcunui	PRON	aluindre
aldeberd	VERB	adblerder
aldebert	PROPN	adblerder
aleaume	PROPN	aleaume
aleaumes	PROPN	allemauge
alebret	PROPN	alermetre
alection	NOUN	alétont
alectorias	PROPN	aletordie
alecxi	PROPN	alec
aled	VERB	aler
aléd	VERB	aler
aleez	VERB	aler
alegeance	NOUN	alegagne
alegee	VERB	alege
alegemant	NOUN	alegement
alegemens	NOUN	alegement
aleggera	VERB	aleggier
aleguent	VERB	allegue
alei	VERB	aler
aleie	VERB	aler
aleies	VERB	aler
aleigement	VERB	alermeté
aleinne	ADJ	aleine
aleir	VERB	aler
aleïs	PROPN	alëis
aleit	VERB	aler
aleitad	VERB	aler
aleitat	VERB	aler
aleiz	PROPN	aler
aleiz	VERB	aler
alemainne	PROPN	alemaigne
alemaygne	PROPN	alemaigne
alemelle	NOUN	alemele
alençon	PROPN	alemanz
alençonnoiz	PROPN	alensencon
alér	VERB	aler
alérent	VERB	aler
alèrent	VERB	aler
alererit	NOUN	aler
alérs	NOUN	aler
alessunt	VERB	aller
alet	VERB	aler
alét	VERB	aler
aletays	VERB	aletair
aleteroit	VERB	alerter
aletz	VERB	aler
aleuet	VERB	aler
alexandre	PROPN	alexandre
alexandria	PROPN	alexandrin
alexandrie	PROPN	alexandrin
alexe	NOUN	aleau
alexes	PROPN	aleau
aleyn	PROPN	aleine
aleyne	NOUN	aleine
alfe	NOUN	aler
alfricans	PROPN	alcichir
alfrike	PROPN	alcichier
algent	NOUN	aler
alges	NOUN	aler
alget	NOUN	aller
algez	VERB	alge
algus	PROPN	augue
aliád	VERB	aler
aliánce	NOUN	alixandre
aliàs	NOUN	aller
aliaume	PROPN	aleaume
aliaumes	PROPN	allemau
aliduc	PROPN	alix
aliee	VERB	aler
alieez	VERB	aler
alience	NOUN	alixant
alienées	NOUN	alixement
aliérent	VERB	aller
aliés	VERB	aller
alïés	VERB	allier
alieve	VERB	alevir
alíevent	VERB	aler
alifatin	PROPN	allitation
aligence	NOUN	allege
aliquem	VERB	aler
aliquid	VERB	aliquis
alissandre	PROPN	allarnin
alissiés	VERB	aler
alissiez	VERB	aler
alixendre	PROPN	alixandre
allans	VERB	aller
allars	PROPN	aller
allasmes	NOUN	aller
allassent	VERB	aller
allast	VERB	aller
alle	NOUN	aller
allebret	PROPN	alermetre
allee	VERB	aller
allegacion	NOUN	alleguer
allegeancez	VERB	allegement
allegee	VERB	alleger
allegement	NOUN	allegement
allegier	PROPN	alliger
allegorice	NOUN	alluger
allegua	VERB	alleuge
alleguent	VERB	aller
alleguer	VERB	alleugue
alleguié	VERB	alluger
alleguoyent	VERB	alluger
alleluia	PROPN	alleu
alleluya	PROPN	alleu
allemaigne	PROPN	allemagne
allemans	PROPN	allemagne
allent	PROPN	aller
allent	VERB	aller
aller	VERB	aller
allerent	VERB	aller
allèrent	VERB	aller
alles	NOUN	aller
alleston	PROPN	aller
allez	VERB	aller
alléz	NOUN	aller
allia	VERB	allier
alliance	NOUN	alliance
alliances	NOUN	alliance
alliez	VERB	aller
alliéz	NOUN	allier
alligueroit	VERB	allurer
allions	NOUN	aller
allisse	VERB	aller
allo	NOUN	aller
alloient	VERB	aller
alloit	VERB	aller
allons	NOUN	aller
allons	VERB	aller
alloues	NOUN	alleu
alloye	VERB	aller
alloyent	VERB	aller
alluma	VERB	allumer
allumé	VERB	allumer
allyé	VERB	allier
almaires	NOUN	aler
almarie	VERB	alarme
almodne	PROPN	alemant
almodnes	ADJ	alemont
almodnier	VERB	alemandure
almoignes	NOUN	alermont
almoners	NOUN	alemorse
álnes	NOUN	lanse
alni	PROPN	alin
alo	PROPN	aller
alo	NOUN	aller
aloé	VERB	alöer
aloén	NOUN	alöer
aloent	VERB	aler
aloerent	VERB	aler
alöét	VERB	aller
alogez	VERB	aloger
alogierent	PROPN	alégoigne
álogierent	VERB	loger
alogiez	VERB	alogier
aloignast	VERB	aller
aloigniées	VERB	allerige
aloignoie	VERB	alloige
aloingna	VERB	aller
aloingne	VERB	aler
alomes	NOUN	aler
aloms	VERB	alumer
aloms	VERB	alume
alooient	VERB	aler
alooirs	NOUN	aler
alosee	VERB	aler
aloseez	VERB	aler
aloseiz	VERB	aler
aloséz	VERB	aler
alouent	VERB	aler
alout	VERB	aler
alowé	VERB	aluec
aloye	VERB	aler
alpes	NOUN	aler
alpha	VERB	alçar
alsement	VERB	alerment
alta	VERB	aler
alteil	NOUN	atille
alteir	VERB	aler
áltels	NOUN	let
altéls	NOUN	alleu
áltéls	NOUN	let
altercations	NOUN	auter-batin
alteus	NOUN	auteur
áltres	NOUN	leut
altretánt	ADV	autrement
altri	PRON	autrir
altum	VERB	autme
aluchemens	NOUN	alquassement
aluéd	VERB	alleu
alüez	NOUN	aller
alumad	VERB	alumand
alumées	VERB	alumer
alumés	VERB	alumer
alumét	VERB	alumer
alúres	NOUN	aler
alüum	VERB	alumer
alüun	ADJ	alur
alvens	NOUN	aller
alye	VERB	aler
alyer	VERB	aler
alyés	VERB	aller
alyne	NOUN	alemin
amad	VERB	amedre
amád	NOUN	amedre
amaï	NOUN	amer
amainent	VERB	amener
amaing	VERB	amener
amainne	VERB	amener
amainnent	VERB	amener
amaisse	VERB	amaisse
amaladid	VERB	amaladir
amana	VERB	amener
amanieree	VERB	amener
amanron	NOUN	amener
amanrons	VERB	amener
amanvet	NOUN	amener
amarament	VERB	amerment
amasá	NOUN	amass
ámasá	NOUN	mais
amasám	NOUN	amasser
ámasiá	NOUN	maisin
amasie	VERB	amaissier
amasonie	PROPN	amanoissan
amasseray	VERB	amassir
amasserres	NOUN	amasser
amathie	VERB	amatier
amatid	VERB	amattre
amaties	VERB	amatise
amauri	PROPN	amer
amay	NOUN	amer
amazias	VERB	amaatre
amazie	NOUN	amaisier
ambaxade	VERB	ambadeau
ambaxateur	NOUN	ambadeauxande
ambaxiateurs	NOUN	ambadatreux
ambepartz	NOUN	amberadt
ambesdouz	NOUN	ambedos
ambicion	NOUN	abicinc
amblée	NOUN	ambler
amblés	NOUN	ambler
ambleüre	NOUN	amblëure
amboise	NOUN	amboise
amboyse	NOUN	amboise
ambrase	NOUN	ambres
ambresbire	PROPN	amberrevoin
ambrose	NOUN	ambreu
amcombre	NOUN	ambercon
âme	DET	mie
améd	NOUN	amedre
amedoi	PRON	amedoi
amée	NOUN	aimer
ameerent	VERB	aemer
amegris	NOUN	amer
amein	NOUN	amener
ameine	NOUN	amener
ameinent	VERB	amener
ameines	NOUN	amener
ameinet	VERB	amener
ameint	VERB	amener
ameir	VERB	amir
ameire	NOUN	amer
ameiz	NOUN	ami
amenat	VERB	amener
amendad	VERB	amender
amendád	VERB	amender
ámendassent	ADJ	menestant
amended	VERB	amender
amendée	VERB	amender
ámendéé	VERB	menertement
amendeit	VERB	amender
amenderais	NOUN	amender
amendereit	VERB	amender
amendon	NOUN	amender
amendout	NOUN	amender
amendray	VERB	amender
amendrir	VERB	amender
amendrissoient	VERB	amendrer
amendrist	VERB	emperdui
amendriz	VERB	amendrer
amendum	VERB	amendeu
amenée	VERB	amener
ameneie	VERB	amener
ameneir	VERB	amener
ameneiz	VERB	amener
amenèrent	VERB	amener
amenés	VERB	amener
amenéz	VERB	amener
amenise	NOUN	amener
amenissions	NOUN	amantois
amenité	NOUN	amener
amenray	VERB	amener
amenrist	VERB	amener
amenteue	VERB	amentement
amentut	VERB	amentir
amenuisiee	VERB	amenuisier
amerat	VERB	amer
ameray	VERB	amer
amereit	NOUN	amer
amérent	NOUN	amer
ameroi	NOUN	amer
amerous	NOUN	amer
amerousement	NOUN	ameroner
ameroy	NOUN	amer
ameroye	NOUN	amer
amerra	VERB	amer
amerreit	NOUN	amerrer
amerroi	VERB	amer
amerunt	VERB	amer
amés	NOUN	amer
amesnez	VERB	amener
amét	NOUN	ametre
amethystus	NOUN	amétisme
ametoient	VERB	ametoiier
ameuet	VERB	ameut
ameville	NOUN	amelive
améz	VERB	aimer
améz	VERB	amer
amí	NOUN	amer
amiabletez	NOUN	amaitlement
amici	NOUN	ami
amicos	NOUN	amis
amics	NOUN	ami
amicx	NOUN	amble
amide	NOUN	ami
amiez	NOUN	ami
amïez	NOUN	ami
amiles	NOUN	amile
aministracion	NOUN	ansiticmer
aministraresse	NOUN	ansitammer
aminois	PROPN	amenois
amís	NOUN	amer
amissiés	NOUN	amistre
amissiez	NOUN	aimsist
amist	NOUN	ami
amisté	NOUN	amité
amistei	NOUN	amistié
amistiéz	NOUN	amitié
amital	PROPN	amillet
amité	NOUN	amité
amiternine	NOUN	atteminer
amithal	PROPN	amilatie
amiz	NOUN	ami
ammiration	NOUN	amertion
ammis	NOUN	ami
ammistié	VERB	amitié
ammor	NOUN	ammer
ammors	NOUN	ammor
ammoteurs	NOUN	ammettre
amoign	ADJ	amongier
amoin	NOUN	amenoi
amoitiz	NOUN	amoistier
amón	NOUN	amme
amonestemens	NOUN	amontesement
amonestéz	NOUN	anomter
amonestot	NOUN	amonter
amonetast	VERB	amonter
amonlt	NOUN	amont
amonnesta	VERB	anommenté
amonnestant	NOUN	anonter
amonneste	NOUN	amonester
amonnestee	VERB	anoneté
amonnestemens	NOUN	anomméntienement
amonnestement	NOUN	anomtement
amonnesterent	VERB	anconer
amonnestés	NOUN	anontément
amonnestoit	VERB	anomter
amontés	NOUN	amonté
amoreusement	NOUN	amoressement
amórrien	PROPN	amirin
amorriens	NOUN	amoir
amortie	NOUN	amoriter
amos	NOUN	amo
amot	NOUN	amot
amount	ADV	amont
amounte	DET	amonter
amouretes	NOUN	amoureté
amoureuz	VERB	amoureur
amours	NOUN	amour
amoye	NOUN	amoisier
amoyent	VERB	amoiser
amoyne	NOUN	amoinemen
ampairét	VERB	amperait
amparlier	VERB	amperler
amphiaras	VERB	amperëoi
amphibal	NOUN	ampevaig
amplement	NOUN	amplement
ampolle	NOUN	ampeleu
ampolles	NOUN	amplaue
ampostume	NOUN	ampostemondre
ampresse	NOUN	empart
ampurs	NOUN	amper
amum	NOUN	amme
amun	DET	amon
amúnt	VERB	ammer
ámúnt	VERB	mentir
amvïét	NOUN	avoir
amyablement	NOUN	ambayement
amyens	PROPN	amiens
amyes	NOUN	ami
amytié	NOUN	amitié
ána	VERB	nain
aná	NOUN	an
anable	PROPN	ambelon
ananía	VERB	annamer
ananie	PROPN	annaiier
anastaise	NOUN	assantir
anastaises	PROPN	ansatiner
anatot	PROPN	antaon
anatóth	PROPN	antast
anattz	NOUN	antat
anbarrent	VERB	embarrer
anbat	VERB	embatre
anbatez	VERB	embatre
anbati	VERB	embatre
anbattoiz	VERB	ambatre
anbedos	ADJ	ambedos
anble	NOUN	embler
anblent	VERB	embler
anblerent	VERB	embler
anbles	NOUN	ambel
anbloit	VERB	embler
anbrace	VERB	embracier
anbricona	VERB	ambrioncher
anbrunchent	VERB	embronchier
anbuingnent	VERB	enblungier
ancanteurs	NOUN	encantesse
ancestané	VERB	ancestanter
ancesurs	NOUN	ancelor
anchalz	NOUN	enchaler
anchantemant	NOUN	enchantement
anchantement	NOUN	enchantement
anchanteors	NOUN	enchanter
ancharja	VERB	enchargier
anchauz	NOUN	enchaucier
anchienne	ADJ	enchine
anchisés	PROPN	enchiser
anchiseurs	NOUN	anchier
anchisieurs	NOUN	ancier
anchone	PROPN	enchance
anchonitane	NOUN	enconcier
anchres	NOUN	encren
ancians	ADJ	ancien
anciant	VERB	encantir
ancienneté	ADJ	ancient
ancienté	ADJ	encineté
anciés	PROPN	ancier
anciex	ADJ	ancelie
anciseurs	NOUN	ancêtre
anclina	VERB	encliner
ancline	VERB	encliner
anclinent	VERB	encliner
anclines	NOUN	encliner
anclinéz	VERB	encliner
anclins	NOUN	enclin
ancoche	NOUN	encocer
ancomance	NOUN	encomencier
ancône	PROPN	enchance
ançoys	VERB	ainçois
ancumbrét	VERB	emborchier
ancuntret	VERB	encontre
andernople	PROPN	endercendre
andices	NOUN	andice
anditét	NOUN	andité
andois	ADV	ambedos
andranople	PROPN	endrompaler
andremite	PROPN	endremetre
andreonopule	NOUN	endrompre
andreu	PROPN	endre
andreus	PROPN	endres
andreville	PROPN	encrevide
andri	PROPN	andri
andrieu	PROPN	andris
andrieus	PROPN	ancire
andriex	PROPN	ancredi
andrinople	PROPN	encrïondle
andrius	PROPN	encuir
androdamas	PROPN	endrodamdre
andromes	PROPN	endrompre
androne	PROPN	endroner
andronico	PROPN	encroit
andronigo	PROPN	engroindre
andrui	PROPN	endruit
andureir	VERB	anuitreur
aneantie	NOUN	ennetier
aneanties	NOUN	ennetier
aneire	NOUN	aner
aneire	PROPN	anier
ánel	NOUN	nail
anél	NOUN	anel
anelès	NOUN	anel
anemies	NOUN	ennemi
anemís	NOUN	enneme
anemiz	NOUN	ennemi
anemy	NOUN	ennemi
aneslore	VERB	enselor
anette	PROPN	antet
anette	NOUN	anter
anettes	NOUN	anteste
anevois	VERB	envoiier
anez	VERB	anez
anez	PROPN	anez
anflame	NOUN	enflamer
anfléz	NOUN	enfler
anformé	VERB	enformer
anfreignent	VERB	enfrendre
anfueent	VERB	enfuner
anfuit	NOUN	enfuit
angel	NOUN	angele
ángeles	NOUN	nagel
angeli	PROPN	agnel
angels	NOUN	angele
angelz	NOUN	angele
angerot	PROPN	engert
angeu	PROPN	ange
angez	VERB	ange
angiers	PROPN	angeir
angin	NOUN	engin
anging	NOUN	engignier
anglelerre	PROPN	angleeller
angletere	PROPN	angleterre
angleure	PROPN	angleser
angleures	PROPN	anglaiseur
angliterre	PROPN	agleter
angloix	PROPN	anglais
angloys	PROPN	anglais
anglutet	NOUN	angleter
ango	PROPN	angor
angoise	NOUN	angoisse
angoisent	VERB	angoissier
angoiset	VERB	angoissier
angoisset	VERB	angoissier
angoisseux	ADJ	angoissos
angoissex	ADJ	angoisse
angoissez	VERB	angoissier
angoissiet	VERB	angoissier
angoissot	NOUN	angoissos
angoissouse	ADJ	angoissos
angou	PROPN	angou
angoule	ADJ	angole
angoulesmois	ADV	angoulon
angoye	PROPN	angois
angoysse	NOUN	angoissos
angreget	VERB	engreter
angroist	VERB	engrois
anguelet	NOUN	anglee
anguerran	PROPN	angler
anguien	PROPN	angue
anguisousement	ADV	angoissier
anguísse	ADJ	angles
anguissent	VERB	angoissier
anguisserent	VERB	anguerre
anguissuse	ADJ	angoissier
anhaï	VERB	enhäir
anhaïrent	VERB	enhäir
anhatissoit	VERB	ensatis
anherbe	NOUN	enhermi
anhorte	NOUN	enorner
anichilee	ADJ	encilier
anïenter	VERB	enimetre
anientie	ADJ	anietre
anïentir	VERB	entiner
anieuse	ADJ	enoiier
anisy	PROPN	ainsi
anjles	NOUN	angle
anjoint	VERB	enjonir
anjornee	NOUN	enjornee
anlevera	VERB	envleremee
anleveüre	NOUN	envloyer
anlumés	VERB	enlumer
anmailla	VERB	ameloin
annas	PROPN	an
anneau	NOUN	annaye
anneaulx	NOUN	annale
anned	VERB	annat
anneis	PROPN	annier
annemi	NOUN	ennemi
annemie	NOUN	ennemi
annemis	NOUN	ennemi
annemyté	NOUN	ennemir
annequin	NOUN	anniqun
anneurent	VERB	enneron
annexées	NOUN	ennemee
anniversaire	NOUN	envicancelier
anno	NOUN	anon
anno	PROPN	onne
annonça	VERB	annoncer
annors	NOUN	onor
annote	NOUN	annoter
annouent	VERB	ononer
annuente	NOUN	annéener
annuieroie	VERB	ennoiier
annum	VERB	enmon
annuncaz	NOUN	annoncer
annuncerat	VERB	annumert
annunciacion	NOUN	annocince
annunciacionis	PROPN	annicuntique
annunciad	VERB	annoncation
annunciai	VERB	annicuner
annuncierent	VERB	annoncer
annuye	NOUN	ennuyer
anobli	VERB	aonble
anobliz	VERB	enobble
anoet	NOUN	anoit
anonbrot	NOUN	enombrer
anoncee	VERB	annonce
anoncerent	VERB	annoncer
anonchallist	VERB	enconoillier
anort	NOUN	onorer
anorte	NOUN	aontre
anothiaïr	VERB	antoyer
anoy	NOUN	ainçoir
anpere	NOUN	empere
anpereor	NOUN	emperëor
anpereres	NOUN	emperëor
anplea	VERB	emploiier
anploient	VERB	enploiier
anplois	VERB	emploiis
anpoignent	VERB	empoignier
anpoint	VERB	empoint
anpoisone	VERB	empoinse
anpor	ADP	empor
anposera	VERB	esposer
anpraintes	NOUN	emprendre
anpreigniez	VERB	emprendre
anpreïst	VERB	emprendre
anpreu	PROPN	merper
anprist	VERB	emprendre
anpristrent	VERB	emprendre
anprunte	ADP	emprunter
anqueroit	VERB	enquerre
anquiert	VERB	enquerre
anrage	VERB	enragier
anrageront	VERB	enragier
anrmes	NOUN	enrampre
ansdouz	VERB	ensuder
ansealme	PROPN	ensemel
anseinet	VERB	enseinement
anseingna	VERB	enseignier
anseingnent	VERB	enseigne
ansiax	PROPN	enseler
ansoigne	VERB	ensoignier
ansoignes	NOUN	ensoignier
ansorquetot	NOUN	ensorcer
antaille	NOUN	atemille
antailleüre	NOUN	atillier
antailleüres	NOUN	atillier
antaines	NOUN	entenir
antancion	NOUN	entencïon
antandez	VERB	entendre
antandi	VERB	entendre
antandisiens	NOUN	entendre
antandisse	ADJ	entendre
antandissent	VERB	entendre
antantif	NOUN	entendre
antantis	ADJ	ententir
antantive	ADJ	ententevenir
antasche	VERB	atance
antecriz	PROPN	enterciz
antefiners	NOUN	enfendre
antendable	NOUN	entendre
antendit	NOUN	entendre
antequité	NOUN	ensetude
anterciét	VERB	entercïer
antesa	VERB	enter
antesequent	VERB	entesquent
anthioce	NOUN	enthacier
anthioche	PROPN	enthachier
anthoine	PROPN	antoine
anthoine	PROPN	antosher
anthony	PROPN	antonoin
anthyoche	PROPN	anthion
antiefne	ADJ	enteindre
antieune	ADJ	entienne
antifrasin	ADJ	entifres
antifrasis	ADJ	entrief
antífs	NOUN	entes
antióche	ADJ	atinche
antiocus	PROPN	antoscion
antiquitét	VERB	entistuer
antiune	ADJ	entinur
anton	PROPN	enton
antracointoient	VERB	entracïont
antracordoient	VERB	entracacire
antrafolent	VERB	entreposer
antrainment	ADV	entrementre
antranpirent	VERB	entreprendre
antrebeisent	VERB	entrebenir
antrebeisoient	VERB	entrebelir
antreconbatoient	VERB	entrecomander
antreconeümes	NOUN	entreconse
antreconoissent	VERB	entreconcer
antrecontralïent	VERB	entrecontrer
antreconurent	VERB	entreconcer
antrecor	NOUN	entrecore
antredonent	VERB	entredoner
antredotent	VERB	entreder
antrees	ADP	entree
antrefierent	VERB	entreferir
antrefont	VERB	entrefer
antrehaïrent	VERB	entrehäir
antrehaïssent	VERB	entrehäir
antremeïst	VERB	entremetre
antremet	VERB	entremetre
antremete	NOUN	entremetre
antremetent	VERB	entremetre
antremetoit	VERB	entremetre
antremetons	NOUN	entremetre
antremetra	VERB	entremetre
antresleissent	VERB	entressalir
antresloingnent	VERB	entreslons
antrespruevent	VERB	entresporer
antrevaignent	VERB	entrevenger
antreveïsmes	NOUN	entrevenir
antrevenimes	NOUN	entrevenir
antrevienent	VERB	entrevenir
antrevindrent	VERB	entrevendre
antrevirent	VERB	entreversier
antroblie	VERB	entr'oblïer
anuiables	ADJ	enoiable
anuiat	VERB	enoiier
anuieus	ADJ	enoiier
ánuit	NOUN	nuire
anuitét	ADJ	anuité
ánumbrad	VERB	nombre
ánumbrast	VERB	nombre
anumbred	PROPN	enmumbre
ánumbrer	VERB	nombrer
anumbrez	VERB	engumer
ánumbrez	VERB	nombre
anuncement	ADV	annocement
anuncia	VERB	annuit
anunciaçoun	PROPN	annumonion
anunciad	VERB	annocier
anut	ADV	en.le
anuy	PROPN	enui
anuy	NOUN	enui
anuye	NOUN	enoiier
anuys	PROPN	enui
anuys	NOUN	enui
anvaïssent	VERB	enväir
anvea	VERB	envoiier
anvenime	NOUN	enviner
anvie	NOUN	envie
anvieuses	VERB	envoisier
anvoise	VERB	envoiier
anyentir	VERB	anietre
anyenty	ADJ	aniet
ánz	DET	naistre
anzdouz	VERB	entosdre
aochad	VERB	acoac
aoevre	NOUN	avoir
aombrés	PROPN	amorder
aoreir	VERB	aorer
aorés	ADJ	avoir
aornei	VERB	aornie
aornemens	NOUN	aroment
aoschiez	VERB	avoir
aouert	NOUN	aorer
aouerte	NOUN	aoreter
aouertement	NOUN	aoretemer
aouertes	NOUN	aorete
aouerz	NOUN	aorer
aougost	NOUN	aouter
aouillees	NOUN	auler
aouiller	NOUN	auler
aouréz	VERB	avoir
aouri	VERB	aorer
aourit	VERB	aorer
aourna	VERB	aorner
aournant	NOUN	aorner
aourne	NOUN	aorne
aourné	VERB	aorer
aournee	NOUN	aorer
aournée	VERB	aorer
aournées	NOUN	aorer
aournemens	NOUN	aornement
aournement	NOUN	arounement
aournent	VERB	aornet
aournoient	VERB	aornevoir
aourums	VERB	aorer
aousté	NOUN	autoser
aouster	VERB	aouter
aouvert	VERB	aovrir
aouvry	VERB	aovrir
aovri	VERB	avoir
ap	NOUN	apoi
apaiee	VERB	apaiier
apáiér	VERB	appelir
apaiet	VERB	apalir
apáiez	VERB	appelir
apaisee	VERB	apaisier
apaisée	VERB	aparteie
apaisenteir	VERB	apastier
apaiser	VERB	appaiser
apaisiee	VERB	apaisier
apaisiet	VERB	apaisier
apaisir	VERB	appasiier
apanséz	VERB	apenser
apansse	VERB	apenser
aparailla	VERB	apareillier
aparaille	VERB	apareillier
aparceit	VERB	apareillier
aparceü	VERB	apercevoir
aparceüd	VERB	apercevoir
aparceurent	VERB	apercevoir
aparceürent	VERB	apercevoir
aparceüst	VERB	apercevoir
aparceut	PROPN	apercevoir
aparceut	VERB	apercevoir
aparceüt	VERB	apercevoir
aparceveient	VERB	apercevoir
aparchút	VERB	aperchir
aparçoit	VERB	apercevoir
aparçu	VERB	aperchir
aparçui	VERB	aperchir
aparçurent	VERB	apercevoir
aparçust	VERB	apercevoir
aparçut	VERB	apercevoir
aparegues	VERB	apareigler
aparéil	NOUN	apareillier
apareilas	VERB	apareillier
apareilled	VERB	apareillier
apareilliés	VERB	apareillier
aparellaissent	VERB	apareillier
aparellast	VERB	apareillier
aparelliés	VERB	apareillier
aparereit	VERB	aparter
apareust	VERB	apareillier
aparillerent	VERB	apareillier
aparisante	VERB	apareindre
aparisaunt	VERB	apareillier
aparissoit	VERB	aparser
aparlanz	VERB	apparler
aparleir	VERB	aparler
aparoilla	VERB	apareillier
aparoille	VERB	apareillier
aparoillent	VERB	apareillier
aparoillot	VERB	apareillier
aparra	VERB	aparoir
aparrum	VERB	aparoir
aparteingne	VERB	appartenir
apartement	NOUN	apartement
apartendra	VERB	apparter
apartendroit	VERB	aparter
apartenens	VERB	appartenir
apartenent	VERB	apartenir
apartenissent	VERB	appartenir
apartenist	VERB	apartenir
apartenistes	NOUN	appartenir
apartenoit	VERB	apartenir
apartenroient	VERB	appartenir
apartiegne	VERB	appartenir
apartiendra	VERB	apparterine
apartienent	VERB	appartenir
apartiennent	VERB	appartenir
apartint	VERB	apartenir
aparurent	VERB	aperlar
aparút	VERB	aparter
áparút	NOUN	parter
apaysiee	VERB	appayeile
apeaus	ADJ	apeler
apeirt	VERB	apert
apeiserent	VERB	apeinere
apélad	VERB	appeler
apelád	VERB	apeler
apelanz	VERB	apeler
ápelé	NOUN	peler
apeléd	VERB	apeler
apeléé	VERB	apeler
apeleir	VERB	apeler
apeleisuns	VERB	apeler
apeleit	VERB	apeler
apeleiz	VERB	apeler
apelér	VERB	apeler
apelerái	VERB	apeler
apeleres	NOUN	apeler
apelés	VERB	apeler
apelét	VERB	appeler
apelgent	VERB	apeler
apellai	VERB	apeler
apellant	VERB	apeler
apellastes	VERB	apeler
apellent	VERB	apeler
apellés	VERB	apeler
apellez	VERB	apeler
apelléz	VERB	appeler
apelloit	VERB	appeler
apellun	VERB	apleune
apelommes	VERB	apemlomer
apelot	VERB	appeler
apelouent	VERB	apeler
ápelóut	VERB	peule
apelowent	VERB	apeler
apelums	VERB	apeler
apeluns	VERB	apeler
apendeit	VERB	apendre
apendéit	VERB	apendre
ápendírent	VERB	pendre
apenrais	VERB	apenir
apenroie	VERB	apenir
apenseement	NOUN	apenser
ápent	VERB	pendre
apentíz	NOUN	apentir
aperceit	VERB	apercevoir
aperceurent	VERB	apercevoir
aperceuscent	VERB	apercevoir
aperceust	VERB	apercevoir
aperceüst	VERB	apercevoir
aperceut	VERB	apercevoir
apercevant	VERB	apercevoir
apercevroit	VERB	apercevoir
apercheussent	VERB	apercevoir
